ID Phường xã,ID tỉnh thành,ID Quận huyện,Đơn vị,Tên Phường xã,
2942,31,211,Thị trấn,Kiên Lương,KL
2956,31,213,Phường,An Hòa,AH
2960,31,213,Phường,Vĩnh Hiệp,VH
2961,31,213,Phường,Vĩnh Lạc,VL
2967,31,214,Thị trấn,Tân Hiệp,TH
2968,31,214,Xã,Tân Hiệp A,THA
2970,31,214,Xã,Tân Hoà,TH
2971,31,214,Xã,Tân Hội,TH
2973,31,214,Xã,Thạnh Đông,TĐ
2983,31,216,Xã,Bình Minh,BM
2984,31,216,Xã,Phong Đông,PĐ
2985,31,216,Xã,Tân Thuận,TT
2988,31,216,Xã,Vĩnh Phong,VP
2989,31,216,Thị trấn,Vĩnh Thuận,VT
2990,31,216,Xã,Vĩnh Thuận,VT
2991,6,217,Phường,Đại Phúc,ĐP
2994,6,217,Phường,Hòa Long,HL
2995,6,217,Phường,Khắc Niệm,KN
2996,6,217,Phường,Khúc Xuyên,KX
2997,6,217,Phường,Kim Chân,KC
2999,6,217,Phường,Nam Sơn,NS
3004,6,217,Phường,Tiền An,TA
3006,6,217,Phường,Vân Dương,VD
3008,6,217,Phường,Võ Cường,VC
3009,6,217,Phường,Vũ Ninh,VN
3010,6,218,Xã,Bình Dương,BD
3012,6,218,Xã,Đại Bái,ĐB
3013,6,218,Xã,Đại Lai,ĐL
3014,6,218,Xã,Đông Cứu,ĐC
3016,6,218,Xã,Giang Sơn,GS
3019,6,218,Xã,Quỳnh Phú,QP
3020,6,218,Xã,Song Giang,SG
3025,6,219,Xã,Bình Định,BĐ
3026,6,219,Xã,Lai Hạ,LH
3027,6,219,Xã,Lâm Thao,LT
3028,6,219,Xã,Minh Tân,MT
3029,6,219,Xã,Mỹ Hương,MH
3030,6,219,Xã,Phú Hòa,PH
3031,6,219,Xã,Phú Lương,PL
3033,6,219,Xã,Tân Lãng,TL
3034,6,219,Thị trấn,Thứa,T
3036,6,219,Xã,Trung Kênh,TK
3037,6,219,Xã,Trừng Xá,TX
3038,6,220,Xã,Bằng An,BA
3039,6,220,Xã,Bồng Lai,BL
3045,6,220,Xã,Đức Long,ĐL
3046,6,220,Xã,Hán Quảng,HQ
3049,6,220,Xã,Nhân Hòa,NH
3055,6,220,Xã,Quế Tân,QT
3056,6,220,Xã,Việt Hùng,VH
3059,6,221,Xã,An Bình,AB
3061,6,221,Xã,Đình Tổ,ĐT
3062,6,221,Xã,Gia Đông,GĐ
3063,6,221,Xã,Hà Mãn,HM
3064,6,221,Thị trấn,Hồ,H
3066,6,221,Xã,Hoài Thượng,HT
3067,6,221,Xã,Mão Điền,MĐ
3069,6,221,Xã,Ngũ Thái,NT
3071,6,221,Xã,Ninh Xá,NX
3072,6,221,Xã,Song Hồ,SH
3074,6,221,Xã,Thanh Khương,TK
3077,6,221,Xã,Xuân Lâm,XL
3079,6,222,Xã,Đại Đồng,ĐĐ
3080,6,222,Xã,Hiên Vân,HV
3081,6,222,Xã,Hoàn Sơn,HS
3084,6,222,Thị trấn,Lim,L
3087,6,222,Xã,Phật Tích,PT
3090,6,222,Xã,Tri Phương,TP
3106,6,224,Xã,Đông Phong,ĐP
3109,6,224,Xã,Dũng Liệt,DL
3111,6,224,Xã,Long Châu,LC
3113,6,224,Xã,Tam Giang,TG
3114,6,224,Xã,Thụy Hòa,TH
3117,6,224,Xã,Yên Phụ,YP
3118,6,224,Xã,Yên Trung,YT
3120,47,225,Xã,Đạp Thanh,ĐT
3124,47,225,Xã,Nam Sơn,NS
3128,47,226,Xã,Đồng Tâm,ĐT
3129,47,226,Xã,Đồng Văn,ĐV
3130,47,226,Xã,Hoành Mô,HM
3132,47,226,Xã,Lục Hồn,LH
3134,47,226,Xã,Vô Ngại,VN
3137,47,227,Xã,Cẩm Hải,CH
3140,47,227,Phường,Cẩm Tây,CT
3144,47,227,Phường,Cẩm Thủy,CT
3146,47,227,Xã,Cộng Hòa,CH
3147,47,227,Phường,Cửa Ông,CÔ
3148,47,227,Xã,Dương Huy,DH
3150,47,227,Phường,Quang Hanh,QH
3151,47,228,Thị trấn,Cô Tô,CT
3153,47,228,Xã,Đồng Tiến,ĐT
3155,47,229,Xã,Đại Bình,ĐB
3157,47,229,Xã,Đầm Hà,ĐH
3160,47,229,Xã,Quảng Lâm,QL
3163,47,229,Xã,Tân Bình,TB
3164,47,229,Xã,Tân Lập,TL
3188,47,231,Phường,Cao Thắng,CT
3191,47,231,Phường,Giếng Đáy,GĐ
3193,47,231,Phường,Hà Khẩu,HK
3195,47,231,Phường,Hà Phong,HP
3196,47,231,Phường,Hà Trung,HT
3199,47,231,Phường,Hồng Hà,HH
3200,47,231,Phường,Hồng Hải,HH
3203,47,231,Phường,Tuần Châu,TC
3204,47,231,Phường,Việt Hưng,VH
3205,47,231,Phường,Yết Kiêu,YK
3215,47,232,Xã,Quảng Minh,QM
3219,47,232,Xã,Quảng Thành,QT
3220,47,232,Xã,Quảng Thịnh,QT
3236,47,234,Xã,Bắc Sơn,BS
3237,47,234,Phường,Bình Ngọc,BN
3238,47,234,Xã,Hải Đông,HĐ
3240,47,234,Xã,Hải Sơn,HS
3243,47,234,Phường,Hải Yên,HY
3244,47,234,Phường,Hoà Lạc,HL
3245,47,234,Phường,Ka Long,KL
3246,47,234,Phường,Ninh Dương,ND
3247,47,234,Xã,Quảng Nghĩa,QN
3251,47,234,Xã,Vĩnh Thực,VT
3252,47,234,Xã,Vĩnh Trung,VT
3272,47,236,Xã,Đại Dực,ĐD
3275,47,236,Xã,Đông Hải,ĐH
3276,47,236,Xã,Đông Ngũ,ĐN
3277,47,236,Xã,Đồng Rui,ĐR
3278,47,236,Xã,Hà Lâu,HL
3279,47,236,Xã,Hải Lạng,HL
3283,47,236,Xã,Yên Than,YT
3295,47,238,Xã,Bản Sen,BS
3296,47,238,Xã,Bình Dân,BD
3297,47,238,Thị trấn,Cái Rồng,CR
3298,47,238,Xã,Đài Xuyên,ĐX
3302,47,238,Xã,Minh Châu,MC
3303,47,238,Xã,Ngọc Vừng,NV
3306,47,238,Xã,Vạn Yên,VY
3307,54,239,Xã,Ái Thượng,ÁT
3308,54,239,Xã,Ban Công,BC
3309,54,239,Thị trấn,Cành Nàng,CN
3311,54,239,Xã,Điền Hạ,ĐH
3320,54,239,Xã,Lũng Niêm,LN
3322,54,239,Xã,Lương Nội,LN
3326,54,239,Xã,Thành Sơn,TS
3328,54,239,Xã,Thiết Ống,TỐ
3330,54,240,Phường,Ba Đình,BĐ
3331,54,240,Phường,Bắc Sơn,BS
3336,54,240,Phường,Phú Sơn,PS
3359,54,242,Xã,Đông Hòa,ĐH
3361,54,242,Xã,Đông Khê,ĐK
3362,54,242,Xã,Đông Minh,ĐM
3366,54,242,Xã,Đông Quang,ĐQ
3367,54,242,Xã,Đông Thanh,ĐT
3370,54,242,Xã,Đông Văn,ĐV
3372,54,242,Xã,Đông Yên,ĐY
3377,54,243,Xã,Hà Đông,HĐ
3380,54,243,Xã,Hà Hải,HH
3381,54,243,Xã,Hà Lai,HL
3383,54,243,Xã,Hà Lĩnh,HL
3390,54,243,Xã,Hà Tân,HT
3393,54,243,Xã,Hà Tiến,HT
3395,54,243,Thị trấn,Hà Trung,HT
3397,54,243,Xã,Hà Vinh,HV
3399,54,244,Xã,Cầu Lộc,CL
3404,54,244,Xã,Hải Lộc,HL
3405,54,244,Thị trấn,Hậu Lộc,HL
3406,54,244,Xã,Hoa Lộc,HL
3407,54,244,Xã,Hòa Lộc,HL
3409,54,244,Xã,Liên Lộc,LL
3410,54,244,Xã,Lộc Sơn,LS
3412,54,244,Xã,Minh Lộc,ML
3413,54,244,Xã,Mỹ Lộc,ML
3414,54,244,Xã,Ngư Lộc,NL
3417,54,244,Xã,Quang Lộc,QL
3420,54,244,Xã,Thuần Lộc,TL
3421,54,244,Xã,Tiến Lộc,TL
3426,54,245,Thị trấn,Bút Sơn,BS
3427,54,245,Xã,Hoằng Cát,HC
3428,54,245,Xã,Hoằng Châu,HC
3430,54,245,Xã,Hoằng Đạt,HĐ
3432,54,245,Xã,Hoằng Đồng,HĐ
3433,54,245,Xã,Hoằng Đức,HĐ
3435,54,245,Xã,Hoằng Hà,HH
3436,54,245,Xã,Hoằng Hải,HH
3437,54,245,Xã,Hoằng Hợp,HH
3440,54,245,Xã,Hoằng Kim,HK
3443,54,245,Xã,Hoằng Lưu,HL
3446,54,245,Xã,Hoằng Phong,HP
3447,54,245,Xã,Hoằng Phú,HP
3450,54,245,Xã,Hoằng Phượng,HP
3458,54,245,Xã,Hoằng Thành,HT
3459,54,245,Xã,Hoằng Thịnh,HT
3460,54,245,Xã,Hoằng Tiến,HT
3461,54,245,Xã,Hoằng Trạch,HT
3464,54,245,Xã,Hoằng Trường,HT
3466,54,245,Xã,Hoằng Xuân,HX
3467,54,245,Xã,Hoằng Xuyên,HX
3469,54,246,Xã,Đồng Lương,ĐL
3472,54,246,Xã,Lâm Phú,LP
3473,54,246,Thị trấn,Lang Chánh,LC
3476,54,246,Xã,Tân Phúc,TP
3478,54,246,Xã,Yên Khương,YK
3479,54,246,Xã,Yên Thắng,YT
3490,54,248,Xã,Nga An,NA
3492,54,248,Xã,Nga Điền,NĐ
3496,54,248,Xã,Nga Liên,NL
3500,54,248,Xã,Nga Phú,NP
3501,54,248,Thị trấn,Nga Sơn,NS
3504,54,248,Xã,Nga Thái,NT
3505,54,248,Xã,Nga Thắng,NT
3507,54,248,Xã,Nga Thành,NT
3508,54,248,Xã,Nga Thiện,NT
3510,54,248,Xã,Nga Tiến,NT
3511,54,248,Xã,Nga Trung,NT
3514,54,248,Xã,Nga Vịnh,NV
3515,54,248,Xã,Nga Yên,NY
3517,54,249,Xã,Cao Thịnh,CT
3519,54,249,Xã,Kiên Thọ,KT
3520,54,249,Xã,Lam Sơn,LS
3521,54,249,Xã,Lộc Thịnh,LT
3522,54,249,Xã,Minh Sơn,MS
3523,54,249,Xã,Minh Tiến,MT
3524,54,249,Xã,Mỹ Tân,MT
3526,54,249,Thị trấn,Ngọc Lặc,NL
3528,54,249,Xã,Ngọc Sơn,NS
3530,54,249,Xã,Nguyệt Ấn,NẤ
3531,54,249,Xã,Phúc Thịnh,PT
3534,54,249,Xã,Quang Trung,QT
3535,54,249,Xã,Thạch Lập,TL
3537,54,249,Xã,Vân Âm,VÂ
3538,54,250,Thị trấn,Bến Sung,BS
3543,54,250,Xã,Phú Nhuận,PN
3546,54,250,Xã,Thanh Kỳ,TK
3547,54,250,Xã,Thanh Tân,TT
3549,54,250,Xã,Xuân Khang,XK
3550,54,250,Xã,Xuân Phúc,XP
3551,54,250,Xã,Xuân Thái,XT
3556,54,251,Xã,Bình Lương,BL
3557,54,251,Xã,Cát Tân,CT
3558,54,251,Xã,Cát Vân,CV
3559,54,251,Xã,Hóa Quỳ,HQ
3561,54,251,Xã,Thanh Hòa,TH
3562,54,251,Xã,Thanh Lâm,TL
3564,54,251,Xã,Thanh Quân,TQ
3566,54,251,Xã,Thanh Xuân,TX
3568,54,251,Xã,Xuân Bình,XB
3579,54,252,Xã,Minh Nghĩa,MN
3581,54,252,Thị trấn,Nông Cống,NC
3582,54,252,Xã,Tân Khang,TK
3584,54,252,Xã,Tân Thọ,TT
3592,54,252,Xã,Trung Chính,TC
3593,54,252,Xã,Trung Thành,TT
3595,54,252,Xã,Trường Giang,TG
3597,54,252,Xã,Trường Sơn,TS
3598,54,252,Xã,Trường Trung,TT
3599,54,252,Xã,Tượng Lĩnh,TL
3600,54,252,Xã,Tượng Sơn,TS
3601,54,252,Xã,Tượng Văn,TV
3602,54,252,Xã,Vạn Hòa,VH
3605,54,252,Xã,Yên Mỹ,YM
3607,54,253,Xã,Hiền Kiệt,HK
3609,54,253,Xã,Nam Động,NĐ
3610,54,253,Xã,Nam Tiến,NT
3611,54,253,Xã,Nam Xuân,NX
3613,54,253,Xã,Phú Nghiêm,PN
3614,54,253,Xã,Phú Sơn,PS
3616,54,253,Xã,Phú Xuân,PX
3621,54,253,Xã,Trung Sơn,TS
3627,54,254,Xã,Sơn Điện,SĐ
3628,54,254,Xã,Sơn Hà,SH
3630,54,254,Xã,Sơn Thủy,ST
3631,54,254,Xã,Tam Lư,TL
3633,54,254,Xã,Trung Hạ,TH
3634,54,254,Xã,Trung Thượng,TT
3637,54,255,Xã,Quảng Bình,QB
3638,54,255,Xã,Quảng Chính,QC
3640,54,255,Xã,Quảng Đức,QĐ
3641,54,255,Xã,Quảng Giao,QG
3643,54,255,Xã,Quảng Hòa,QH
3644,54,255,Xã,Quảng Hợp,QH
3645,54,255,Xã,Quảng Khê,QK
3649,54,255,Xã,Quảng Long,QL
3650,54,255,Xã,Quảng Lưu,QL
3651,54,255,Xã,Quảng Ngọc,QN
3652,54,255,Xã,Quảng Nham,QN
3653,54,255,Xã,Quảng Nhân,QN
3654,54,255,Xã,Quảng Ninh,QN
3656,54,255,Xã,Quảng Phúc,QP
3658,54,255,Xã,Quảng Thạch,QT
3659,54,255,Xã,Quảng Thái,QT
3660,54,255,Xã,Quảng Trạch,QT
3661,54,255,Xã,Quảng Trung,QT
3681,54,257,Xã,Thạch Cẩm,TC
3682,54,257,Xã,Thạch Định,TĐ
3683,54,257,Xã,Thạch Đồng,TĐ
3685,54,257,Xã,Thạch Long,TL
3686,54,257,Xã,Thạch Quảng,TQ
3687,54,257,Xã,Thạch Sơn,TS
3690,54,257,Xã,Thành An,TA
3691,54,257,Xã,Thành Công,TC
3698,54,257,Xã,Thành Tân,TT
3701,54,257,Xã,Thành Trực,TT
3704,54,257,Xã,Thành Yên,TY
3705,54,257,Thị trấn,Vân Du,VD
3708,54,258,Phường,Điện Biên,ĐB
3712,54,258,Phường,Đông Hương,ĐH
3716,54,258,Phường,Đông Thọ,ĐT
3717,54,258,Phường,Đông Vệ,ĐV
3718,54,258,Xã,Đông Vinh,ĐV
3719,54,258,Phường,Hàm Rồng,HR
3724,54,258,Xã,Hoằng Quang,HQ
3728,54,258,Phường,Phú Sơn,PS
3729,54,258,Phường,Quảng Cát,QC
3730,54,258,Phường,Quảng Đông,QĐ
3736,54,258,Phường,Quảng Thịnh,QT
3737,54,258,Phường,Tân Sơn,TS
3742,54,258,Xã,Thiệu Vân,TV
3745,54,259,Xã,Thiệu Chính,TC
3746,54,259,Xã,Thiệu Công,TC
3748,54,259,Xã,Thiệu Duy,TD
3749,54,259,Xã,Thiệu Giang,TG
3750,54,259,Xã,Thiệu Giao,TG
3751,54,259,Xã,Thiệu Hòa,TH
3752,54,259,Xã,Thiệu Hợp,TH
3759,54,259,Xã,Thiệu Phúc,TP
3760,54,259,Xã,Thiệu Quang,TQ
3765,54,259,Xã,Thiệu Tiến,TT
3772,54,260,Xã,Bắc Lương,BL
3775,54,260,Xã,Nam Giang,NG
3778,54,260,Thị trấn,Sao Vàng,SV
3779,54,260,Xã,Tây Hồ,TH
3780,54,260,Xã,Thọ Diên,TD
3781,54,260,Xã,Thọ Hải,TH
3783,54,260,Xã,Thọ Lập,TL
3784,54,260,Xã,Thọ Lộc,TL
3797,54,260,Xã,Xuân Lai,XL
3800,54,260,Xã,Xuân Minh,XM
3801,54,260,Xã,Xuân Phong,XP
3808,54,260,Xã,Xuân Thiên,XT
3809,54,260,Xã,Xuân Tín,XT
3813,54,261,Xã,Bát Mọt,BM
3818,54,261,Xã,Tân Thành,TT
3821,54,261,Xã,Vạn Xuân,VX
3824,54,261,Xã,Xuân Chinh,XC
3825,54,261,Xã,Xuân Dương,XD
3826,54,261,Xã,Xuân Lẹ,XL
3827,54,261,Xã,Xuân Lộc,XL
3828,54,261,Xã,Xuân Thắng,XT
3866,54,263,Xã,Dân Lực,DL
3867,54,263,Xã,Dân Lý,DL
3868,54,263,Xã,Dân Quyền,DQ
3870,54,263,Xã,Đồng Thắng,ĐT
3872,54,263,Xã,Hợp lý,Hl
3873,54,263,Xã,Hợp Thắng,HT
3876,54,263,Xã,Khuyến Nông,KN
3880,54,263,Xã,Nông Trường,NT
3882,54,263,Xã,Thái Hòa,TH
3883,54,263,Xã,Thọ Bình,TB
3884,54,263,Xã,Thọ Cường,TC
3886,54,263,Xã,Thọ Ngọc,TN
3887,54,263,Xã,Thọ Phú,TP
3888,54,263,Xã,Thọ Sơn,TS
3889,54,263,Xã,Thọ Tân,TT
3890,54,263,Xã,Thọ Thế,TT
3894,54,263,Thị trấn,Triệu Sơn,TS
3896,54,263,Xã,Văn Sơn,VS
3897,54,263,Xã,Xuân Lộc,XL
3898,54,263,Xã,Xuân Thịnh,XT
3900,54,264,Xã,Vĩnh An,VA
3903,54,264,Xã,Vĩnh Hưng,VH
3905,54,264,Thị trấn,Vĩnh Lộc,VL
3906,54,264,Xã,Vĩnh Long,VL
3910,54,264,Xã,Vĩnh Quang,VQ
3915,54,264,Xã,Vĩnh Yên,VY
3916,54,265,Xã,Định Bình,ĐB
3917,54,265,Xã,Định Công,ĐC
3918,54,265,Xã,Định Hải,ĐH
3922,54,265,Xã,Định Long,ĐL
3923,54,265,Xã,Định Tân,ĐT
3924,54,265,Xã,Định Tăng,ĐT
3925,54,265,Xã,Định Thành,ĐT
3934,54,265,Xã,Yên Hùng,YH
3937,54,265,Xã,Yên Ninh,YN
3941,54,265,Xã,Yên Thái,YT
3942,54,265,Xã,Yên Thịnh,YT
3943,54,265,Xã,Yên Thọ,YT
3946,39,266,Xã,Hùng Sơn,HS
3947,39,266,Xã,Khai Sơn,KS
3948,39,266,Xã,Long Sơn,LS
3951,39,266,Xã,Bình Sơn,BS
3955,39,266,Xã,Đức Sơn,ĐS
3956,39,266,Xã,Hoa Sơn,HS
3959,39,266,Xã,Lĩnh Sơn,LS
3963,39,266,Xã,Thạch Sơn,TS
3965,39,266,Xã,Tường Sơn,TS
3967,39,267,Xã,Chi Khê,CK
3970,39,267,Xã,Cam Lâm,CL
3972,39,267,Thị trấn,Con Cuông,CC
3973,39,267,Xã,Đôn Phục,ĐP
3974,39,267,Xã,Lạng Khê,LK
3975,39,267,Xã,Lục Dạ,LD
3982,39,268,Phường,Nghi Hương,NH
3988,39,269,Xã,Diễn Bích,DB
3990,39,269,Xã,Diễn Cát,DC
3991,39,269,Thị trấn,Diễn Châu,DC
3992,39,269,Xã,Diễn Đoài,DĐ
3993,39,269,Xã,Diễn Đồng,DĐ
3995,39,269,Xã,Diễn Hạnh,DH
3998,39,269,Xã,Diễn Hồng,DH
4002,39,269,Xã,Diễn Lâm,DL
4003,39,269,Xã,Diễn Liên,DL
4004,39,269,Xã,Diễn Lộc,DL
4005,39,269,Xã,Diễn Lợi,DL
4008,39,269,Xã,Diễn Ngọc,DN
4011,39,269,Xã,Diễn Phú,DP
4013,39,269,Xã,Diễn Quảng,DQ
4014,39,269,Xã,Diễn Tân,DT
4015,39,269,Xã,Diễn Thái,DT
4019,39,269,Xã,Diễn Thịnh,DT
4020,39,269,Xã,Diễn Thọ,DT
4021,39,269,Xã,Diễn Trung,DT
4023,39,269,Xã,Diễn Vạn,DV
4024,39,269,Xã,Diễn Xuân,DX
4026,39,270,Xã,Lạc Sơn,LS
4028,39,270,Xã,Trù Sơn,TS
4029,39,270,Xã,Bắc Sơn,BS
4030,39,270,Xã,Bài Sơn,BS
4031,39,270,Xã,Bồi Sơn,BS
4033,39,270,Xã,Đại Sơn,ĐS
4035,39,270,Thị trấn,Đô Lương,ĐL
4038,39,270,Xã,Giang Sơn Tây,GST
4041,39,270,Xã,Hồng Sơn,HS
4045,39,270,Xã,Mỹ Sơn,MS
4046,39,270,Xã,Nam Sơn,NS
4050,39,270,Xã,Thái Sơn,TS
4051,39,270,Xã,Thịnh Sơn,TS
4055,39,270,Xã,Trung Sơn,TS
4056,39,270,Xã,Văn Sơn,VS
4057,39,270,Xã,Xuân Sơn,XS
4058,39,270,Xã,Yên Sơn,YS
4061,39,271,Xã,Quỳnh Lập,QL
4069,39,272,Xã,Hưng Lĩnh,HL
4072,39,272,Xã,Hưng Đạo,HĐ
4077,39,272,Thị trấn,Hưng Nguyên,HN
4080,39,272,Xã,Hưng Phúc,HP
4090,39,272,Xã,Hưng Yên Bắc,HYB
4093,39,273,Xã,Phà Đánh,PĐ
4095,39,273,Xã,Bắc Lý,BL
4099,39,273,Xã,Đoọc Mạy,ĐM
4100,39,273,Xã,Huồi Tụ,HT
4101,39,273,Xã,Hữu Kiệm,HK
4106,39,273,Thị trấn,Mường Xén,MX
4107,39,273,Xã,Mỹ Lý,ML
4108,39,273,Xã,Na Loi,NL
4109,39,273,Xã,Na Ngoi,NN
4111,39,273,Xã,Nậm Cắn,NC
4114,39,274,Xã,Nam Anh,NA
4117,39,274,Xã,Hùng Tiến,HT
4121,39,274,Thị trấn,Nam Đàn,NĐ
4122,39,274,Xã,Nam Giang,NG
4123,39,274,Xã,Nam Hưng,NH
4124,39,274,Xã,Nam Kim,NK
4130,39,274,Xã,Nam Thái,NT
4131,39,274,Xã,Nam Thanh,NT
4135,39,274,Xã,Xuân Hòa,XH
4136,39,274,Xã,Xuân Lâm,XL
4139,39,275,Xã,Nghi Công nam,NCn
4140,39,275,Xã,Nghi Diên,ND
4141,39,275,Xã,Nghi Đồng,NĐ
4144,39,275,Xã,Nghi Hưng,NH
4147,39,275,Xã,Nghi Lâm,NL
4149,39,275,Xã,Nghi Long,NL
4152,39,275,Xã,Nghi Phương,NP
4153,39,275,Xã,Nghi Quang,NQ
4156,39,275,Xã,Nghi Thiết,NT
4158,39,275,Xã,Nghi Thuận,NT
4159,39,275,Xã,Nghi Trung,NT
4163,39,275,Xã,Nghi Xá,NX
4164,39,275,Xã,Nghi Xuân,NX
4166,39,275,Xã,Phúc Thọ,PT
4168,39,276,Xã,Nghĩa An,NA
4175,39,276,Xã,Nghĩa Hưng,NH
4176,39,276,Xã,Nghĩa Khánh,NK
4177,39,276,Xã,Nghĩa Lạc,NL
4181,39,276,Xã,Nghĩa Lợi,NL
4183,39,276,Xã,Nghĩa Mai,NM
4186,39,276,Xã,Nghĩa Sơn,NS
4189,39,276,Xã,Nghĩa Thịnh,NT
4190,39,276,Xã,Nghĩa Thọ,NT
4191,39,276,Xã,Nghĩa Trung,NT
4192,39,276,Xã,Nghĩa Yên,NY
4197,39,277,Xã,Hạnh Dịch,HD
4199,39,277,Xã,Mường Nọc,MN
4200,39,277,Xã,Nậm Giải,NG
4201,39,277,Xã,Nậm Nhoóng,NN
4202,39,277,Xã,Quang Phong,QP
4209,39,278,Xã,Châu Hạnh,CH
4211,39,278,Xã,Châu Hội,CH
4212,39,278,Xã,Châu Nga,CN
4215,39,278,Xã,Châu Thuận,CT
4217,39,278,Xã,Diên Lãm,DL
4219,39,279,Xã,Bắc Sơn,BS
4220,39,279,Xã,Châu Cường,CC
4228,39,279,Xã,Châu Tiến,CT
4230,39,279,Xã,Hạ Sơn,HS
4233,39,279,Xã,Nam Sơn,NS
4235,39,279,Thị trấn,Quỳ Hợp,QH
4241,39,280,Thị trấn,Cầu Giát,CG
4243,39,280,Xã,Quỳnh Bá,QB
4244,39,280,Xã,Quỳnh Bảng,QB
4245,39,280,Xã,Quỳnh Châu,QC
4247,39,280,Xã,Quỳnh Đôi,QĐ
4249,39,280,Xã,Quỳnh Hậu,QH
4250,39,280,Xã,Quỳnh Hoa,QH
4255,39,280,Xã,Quỳnh Lương,QL
4256,39,280,Xã,Quỳnh Minh,QM
4258,39,280,Xã,Quỳnh Nghĩa,QN
4259,39,280,Xã,Quỳnh Ngọc,QN
4260,39,280,Xã,Quỳnh Tam,QT
4262,39,280,Xã,Quỳnh Thạch,QT
4266,39,280,Xã,Quỳnh Thuận,QT
4268,39,280,Xã,Quỳnh Yên,QY
4269,39,280,Xã,Sơn Hải,SH
4271,39,280,Xã,Tân Thắng,TT
4272,39,280,Xã,Tiến Thủy,TT
4275,39,281,Xã,Hương Sơn,HS
4280,39,281,Xã,Nghĩa Dũng,ND
4283,39,281,Xã,Nghĩa Hợp,NH
4284,39,281,Xã,Nghĩa Phúc,NP
4285,39,281,Xã,Nghĩa Thái,NT
4286,39,281,Xã,Phú Sơn,PS
4288,39,281,Xã,Tân Hợp,TH
4290,39,281,Thị trấn,Tân Kỳ,TK
4291,39,281,Xã,Tân Long,TL
4293,39,281,Xã,Tân Xuân,TX
4294,39,281,Xã,Tiên Kỳ,TK
4295,39,282,Xã,Đông Hiếu,ĐH
4297,39,282,Phường,Long Sơn,LS
4301,39,282,Xã,Nghĩa Tiến,NT
4302,39,282,Phường,Quang Phong,QP
4304,39,282,Xã,Tây Hiếu,TH
4305,39,283,Xã,Cát Văn,CV
4306,39,283,Xã,Đồng Văn,ĐV
4310,39,283,Xã,Ngọc Sơn,NS
4311,39,283,Xã,Phong Thịnh,PT
4313,39,283,Xã,Thanh Chi,TC
4314,39,283,Thị trấn,Thanh Chương,TC
4315,39,283,Xã,Thanh Đồng,TĐ
4316,39,283,Xã,Thanh Đức,TĐ
4318,39,283,Xã,Thanh Giang,TG
4319,39,283,Xã,Thanh Hà,TH
4322,39,283,Xã,Thanh Hương,TH
4323,39,283,Xã,Thanh Khai,TK
4324,39,283,Xã,Thanh Khê,TK
4325,39,283,Xã,Thanh Lâm,TL
4327,39,283,Xã,Thanh Lĩnh,TL
4329,39,283,Xã,Thanh Lương,TL
4330,39,283,Xã,Thanh Mai,TM
4331,39,283,Xã,Thanh Mỹ,TM
4334,39,283,Xã,Thanh Phong,TP
4335,39,283,Xã,Thanh Sơn,TS
4337,39,283,Xã,Thanh Thủy,TT
4339,39,283,Xã,Thanh Tùng,TT
4343,39,283,Xã,Thanh Yên,TY
4350,39,284,Xã,Mai Sơn,MS
4351,39,284,Xã,Nga My,NM
4354,39,284,Xã,Tam Hợp,TH
4357,39,284,Thị trấn,Thạch Giám,TG
4358,39,284,Xã,Xá Lượng,XL
4360,39,284,Xã,Yên Hòa,YH
4363,39,284,Xã,Yên Tĩnh,YT
4366,39,285,Phường,Đội Cung,ĐC
4367,39,285,Phường,Đông Vĩnh,ĐV
4368,39,285,Phường,Hà Huy Tập,HHT
4369,39,285,Phường,Hồng Sơn,HS
4372,39,285,Xã,Hưng Đông,HĐ
4375,39,285,Xã,Hưng Lộc,HL
4376,39,285,Phường,Hưng Phúc,HP
4380,39,285,Xã,Nghi Ân,NÂ
4383,39,285,Xã,Nghi Liên,NL
4388,39,285,Phường,Trung Đô,TĐ
4395,39,286,Xã,Đô Thành,ĐT
4400,39,286,Xã,Hồng Thành,HT
4405,39,286,Xã,Kim Thành,KT
4407,39,286,Xã,Liên Thành,LT
4414,39,286,Xã,Nhân Thành,NT
4416,39,286,Xã,Phúc Thành,PT
4418,39,286,Xã,Sơn Thành,ST
4419,39,286,Xã,Tân Thành,TT
4420,39,286,Xã,Tăng Thành,TT
4423,39,286,Xã,Thọ Thành,TT
4424,39,286,Xã,Tiến Thành,TT
4425,39,286,Xã,Trung Thành,TT
4426,39,286,Xã,Văn Thành,VT
4429,39,286,Xã,Xuân Thành,XT
4430,39,286,Thị trấn,Yên Thành,YT
4431,25,287,Xã,Bình Minh,BM
4433,25,287,Xã,Cổ Bì,CB
4434,25,287,Xã,Hồng Khê,HK
4438,25,287,Xã,Long Xuyên,LX
4442,25,287,Xã,Thái Dương,TD
4443,25,287,Xã,Thái Hòa,TH
4444,25,287,Xã,Thái Học,TH
4452,25,288,Xã,Cẩm Đông,CĐ
4454,25,288,Xã,Cẩm Hoàng,CH
4456,25,288,Xã,Cẩm Phúc,CP
4459,25,288,Xã,Cẩm Vũ,CV
4461,25,288,Xã,Đức Chính,ĐC
4464,25,288,Xã,Lương Điền,LĐ
4466,25,288,Xã,Tân Trường,TT
4467,25,288,Xã,Thạch Lỗi,TL
4488,25,290,Xã,Đoàn Thượng,ĐT
4490,25,290,Xã,Đức Xương,ĐX
